dateTime,open
2020-01-01 00:00:00,7195.24000000
2020-01-02 00:00:00,7200.77000000
2020-01-03 00:00:00,6965.49000000
2020-01-04 00:00:00,7345.00000000
2020-01-05 00:00:00,7354.19000000
2020-01-06 00:00:00,7357.64000000
2020-01-07 00:00:00,7758.90000000
2020-01-08 00:00:00,8145.92000000
2020-01-09 00:00:00,8054.72000000
2020-01-10 00:00:00,7817.74000000
2020-01-11 00:00:00,8198.86000000
2020-01-12 00:00:00,8020.01000000
2020-01-13 00:00:00,8184.97000000
2020-01-14 00:00:00,8110.34000000
2020-01-15 00:00:00,8814.64000000
2020-01-16 00:00:00,8820.01000000
2020-01-17 00:00:00,8720.15000000
2020-01-18 00:00:00,8913.27000000
2020-01-19 00:00:00,8915.09000000
2020-01-20 00:00:00,8701.72000000
2020-01-21 00:00:00,8642.35000000
2020-01-22 00:00:00,8736.04000000
2020-01-23 00:00:00,8682.77000000
2020-01-24 00:00:00,8404.52000000
2020-01-25 00:00:00,8438.99000000
2020-01-26 00:00:00,8340.01000000
2020-01-27 00:00:00,8614.39000000
2020-01-28 00:00:00,8907.57000000
2020-01-29 00:00:00,9375.34000000
2020-01-30 00:00:00,9301.57000000
2020-01-31 00:00:00,9511.52000000
2020-02-01 00:00:00,9351.71000000
2020-02-02 00:00:00,9384.41000000
2020-02-03 00:00:00,9331.59000000
2020-02-04 00:00:00,9291.35000000
2020-02-05 00:00:00,9197.02000000
2020-02-06 00:00:00,9612.03000000
2020-02-07 00:00:00,9772.00000000
2020-02-08 00:00:00,9813.87000000
2020-02-09 00:00:00,9895.04000000
2020-02-10 00:00:00,10151.72000000
2020-02-11 00:00:00,9851.74000000
2020-02-12 00:00:00,10223.08000000
2020-02-13 00:00:00,10325.33000000
2020-02-14 00:00:00,10227.78000000
2020-02-15 00:00:00,10344.36000000
2020-02-16 00:00:00,9904.46000000
2020-02-17 00:00:00,9910.70000000
2020-02-18 00:00:00,9706.00000000
2020-02-19 00:00:00,10164.78000000
2020-02-20 00:00:00,9594.65000000
2020-02-21 00:00:00,9597.21000000
2020-02-22 00:00:00,9677.05000000
2020-02-23 00:00:00,9650.85000000
2020-02-24 00:00:00,9936.40000000
2020-02-25 00:00:00,9655.52000000
2020-02-26 00:00:00,9316.48000000
2020-02-27 00:00:00,8786.00000000
2020-02-28 00:00:00,8823.25000000
2020-02-29 00:00:00,8690.80000000
2020-03-01 00:00:00,8523.61000000
2020-03-02 00:00:00,8530.30000000
2020-03-03 00:00:00,8911.18000000
2020-03-04 00:00:00,8760.07000000
2020-03-05 00:00:00,8750.99000000
2020-03-06 00:00:00,9054.64000000
2020-03-07 00:00:00,9130.89000000
2020-03-08 00:00:00,8885.25000000
2020-03-09 00:00:00,8034.76000000
2020-03-10 00:00:00,7929.87000000
2020-03-11 00:00:00,7894.57000000
2020-03-12 00:00:00,7934.58000000
2020-03-13 00:00:00,4800.01000000
2020-03-14 00:00:00,5576.05000000
2020-03-15 00:00:00,5172.48000000
2020-03-16 00:00:00,5360.33000000
2020-03-17 00:00:00,5028.86000000
2020-03-18 00:00:00,5312.64000000
2020-03-19 00:00:00,5393.26000000
2020-03-20 00:00:00,6162.05000000
2020-03-21 00:00:00,6204.57000000
2020-03-22 00:00:00,6187.04000000
2020-03-23 00:00:00,5816.05000000
2020-03-24 00:00:00,6465.25000000
2020-03-25 00:00:00,6744.69000000
2020-03-26 00:00:00,6677.42000000
2020-03-27 00:00:00,6737.27000000
2020-03-28 00:00:00,6359.11000000
2020-03-29 00:00:00,6236.65000000
2020-03-30 00:00:00,5880.50000000
2020-03-31 00:00:00,6394.45000000
2020-04-01 00:00:00,6412.14000000
2020-04-02 00:00:00,6643.36000000
2020-04-03 00:00:00,6793.86000000
2020-04-04 00:00:00,6732.97000000
2020-04-05 00:00:00,6857.41000000
2020-04-06 00:00:00,6772.78000000
2020-04-07 00:00:00,7329.90000000
2020-04-08 00:00:00,7197.32000000
2020-04-09 00:00:00,7360.26000000
2020-04-10 00:00:00,7283.54000000
2020-04-11 00:00:00,6858.92000000
2020-04-12 00:00:00,6876.84000000
2020-04-13 00:00:00,6903.79000000
2020-04-14 00:00:00,6838.04000000
2020-04-15 00:00:00,6868.57000000
2020-04-16 00:00:00,6621.25000000
2020-04-17 00:00:00,7101.99000000
2020-04-18 00:00:00,7026.78000000
2020-04-19 00:00:00,7248.60000000
2020-04-20 00:00:00,7121.40000000
2020-04-21 00:00:00,6828.98000000
2020-04-22 00:00:00,6841.36000000
2020-04-23 00:00:00,7125.12000000
2020-04-24 00:00:00,7483.96000000
2020-04-25 00:00:00,7505.00000000
2020-04-26 00:00:00,7539.03000000
2020-04-27 00:00:00,7693.10000000
2020-04-28 00:00:00,7773.51000000
2020-04-29 00:00:00,7738.58000000
2020-04-30 00:00:00,8778.58000000
2020-05-01 00:00:00,8620.00000000
2020-05-02 00:00:00,8825.67000000
2020-05-03 00:00:00,8972.58000000
2020-05-04 00:00:00,8894.15000000
2020-05-05 00:00:00,8871.92000000
2020-05-06 00:00:00,9021.36000000
2020-05-07 00:00:00,9143.40000000
2020-05-08 00:00:00,9986.30000000
2020-05-09 00:00:00,9800.02000000
2020-05-10 00:00:00,9539.10000000
2020-05-11 00:00:00,8722.77000000
2020-05-12 00:00:00,8562.04000000
2020-05-13 00:00:00,8810.99000000
2020-05-14 00:00:00,9309.35000000
2020-05-15 00:00:00,9791.97000000
2020-05-16 00:00:00,9315.96000000
2020-05-17 00:00:00,9380.81000000
2020-05-18 00:00:00,9681.11000000
2020-05-19 00:00:00,9733.93000000
2020-05-20 00:00:00,9775.13000000
2020-05-21 00:00:00,9511.43000000
2020-05-22 00:00:00,9067.51000000
2020-05-23 00:00:00,9170.00000000
2020-05-24 00:00:00,9179.01000000
2020-05-25 00:00:00,8718.14000000
2020-05-26 00:00:00,8900.35000000
2020-05-27 00:00:00,8841.00000000
2020-05-28 00:00:00,9204.07000000
2020-05-29 00:00:00,9575.87000000
2020-05-30 00:00:00,9426.60000000
2020-05-31 00:00:00,9697.72000000
2020-06-01 00:00:00,9448.27000000
2020-06-02 00:00:00,10202.71000000
2020-06-03 00:00:00,9518.02000000
2020-06-04 00:00:00,9666.32000000
2020-06-05 00:00:00,9788.14000000
2020-06-06 00:00:00,9621.17000000
2020-06-07 00:00:00,9666.85000000
2020-06-08 00:00:00,9746.99000000
2020-06-09 00:00:00,9782.00000000
2020-06-10 00:00:00,9772.44000000
2020-06-11 00:00:00,9885.22000000
2020-06-12 00:00:00,9278.88000000
2020-06-13 00:00:00,9464.96000000
2020-06-14 00:00:00,9473.34000000
2020-06-15 00:00:00,9342.10000000
2020-06-16 00:00:00,9426.05000000
2020-06-17 00:00:00,9526.97000000
2020-06-18 00:00:00,9465.13000000
2020-06-19 00:00:00,9386.32000000
2020-06-20 00:00:00,9310.23000000
2020-06-21 00:00:00,9358.95000000
2020-06-22 00:00:00,9294.69000000
2020-06-23 00:00:00,9685.69000000
2020-06-24 00:00:00,9624.33000000
2020-06-25 00:00:00,9298.33000000
2020-06-26 00:00:00,9249.49000000
2020-06-27 00:00:00,9162.21000000
2020-06-28 00:00:00,9012.00000000
2020-06-29 00:00:00,9116.16000000
2020-06-30 00:00:00,9192.93000000
2020-07-01 00:00:00,9138.08000000
2020-07-02 00:00:00,9231.99000000
2020-07-03 00:00:00,9086.54000000
2020-07-04 00:00:00,9057.79000000
2020-07-05 00:00:00,9135.00000000
2020-07-06 00:00:00,9069.41000000
2020-07-07 00:00:00,9342.47000000
2020-07-08 00:00:00,9257.40000000
2020-07-09 00:00:00,9436.06000000
2020-07-10 00:00:00,9232.42000000
2020-07-11 00:00:00,9288.34000000
2020-07-12 00:00:00,9234.02000000
2020-07-13 00:00:00,9303.31000000
2020-07-14 00:00:00,9242.61000000
2020-07-15 00:00:00,9255.85000000
2020-07-16 00:00:00,9197.60000000
2020-07-17 00:00:00,9133.72000000
2020-07-18 00:00:00,9154.31000000
2020-07-19 00:00:00,9170.30000000
2020-07-20 00:00:00,9208.99000000
2020-07-21 00:00:00,9160.78000000
2020-07-22 00:00:00,9390.00000000
2020-07-23 00:00:00,9518.16000000
2020-07-24 00:00:00,9603.27000000
2020-07-25 00:00:00,9538.10000000
2020-07-26 00:00:00,9700.42000000
2020-07-27 00:00:00,9931.54000000
2020-07-28 00:00:00,11029.96000000
2020-07-29 00:00:00,10906.27000000
2020-07-30 00:00:00,11100.52000000
2020-07-31 00:00:00,11099.79000000
2020-08-01 00:00:00,11335.46000000
2020-08-02 00:00:00,11801.17000000
2020-08-03 00:00:00,11071.36000000
2020-08-04 00:00:00,11219.68000000
2020-08-05 00:00:00,11191.99000000
2020-08-06 00:00:00,11744.91000000
2020-08-07 00:00:00,11762.47000000
2020-08-08 00:00:00,11594.36000000
2020-08-09 00:00:00,11761.02000000
2020-08-10 00:00:00,11681.69000000
2020-08-11 00:00:00,11892.90000000
2020-08-12 00:00:00,11392.09000000
2020-08-13 00:00:00,11564.34000000
2020-08-14 00:00:00,11779.77000000
2020-08-15 00:00:00,11760.55000000
2020-08-16 00:00:00,11852.40000000
2020-08-17 00:00:00,11910.99000000
2020-08-18 00:00:00,12281.15000000
2020-08-19 00:00:00,11945.10000000
2020-08-20 00:00:00,11754.38000000
2020-08-21 00:00:00,11853.54000000
2020-08-22 00:00:00,11531.23000000
2020-08-23 00:00:00,11663.51000000
2020-08-24 00:00:00,11648.12000000
2020-08-25 00:00:00,11748.19000000
2020-08-26 00:00:00,11318.42000000
2020-08-27 00:00:00,11461.42000000
2020-08-28 00:00:00,11330.38000000
2020-08-29 00:00:00,11526.90000000
2020-08-30 00:00:00,11465.84000000
2020-08-31 00:00:00,11711.17000000
2020-09-01 00:00:00,11649.51000000
2020-09-02 00:00:00,11921.97000000
2020-09-03 00:00:00,11388.54000000
2020-09-04 00:00:00,10138.29000000
2020-09-05 00:00:00,10446.25000000
2020-09-06 00:00:00,10166.69000000
2020-09-07 00:00:00,10255.89000000
2020-09-08 00:00:00,10373.45000000
2020-09-09 00:00:00,10126.66000000
2020-09-10 00:00:00,10219.29000000
2020-09-11 00:00:00,10336.86000000
2020-09-12 00:00:00,10387.89000000
2020-09-13 00:00:00,10440.67000000
2020-09-14 00:00:00,10332.84000000
2020-09-15 00:00:00,10671.77000000
2020-09-16 00:00:00,10785.23000000
2020-09-17 00:00:00,10954.01000000
2020-09-18 00:00:00,10940.00000000
2020-09-19 00:00:00,10933.40000000
2020-09-20 00:00:00,11080.64000000
2020-09-21 00:00:00,10920.28000000
2020-09-22 00:00:00,10417.22000000
2020-09-23 00:00:00,10529.61000000
2020-09-24 00:00:00,10241.46000000
2020-09-25 00:00:00,10736.33000000
2020-09-26 00:00:00,10686.57000000
2020-09-27 00:00:00,10728.59000000
2020-09-28 00:00:00,10774.26000000
2020-09-29 00:00:00,10696.11000000
2020-09-30 00:00:00,10840.58000000
2020-10-01 00:00:00,10776.59000000
2020-10-02 00:00:00,10619.13000000
2020-10-03 00:00:00,10570.40000000
2020-10-04 00:00:00,10542.07000000
2020-10-05 00:00:00,10666.62000000
2020-10-06 00:00:00,10792.20000000
2020-10-07 00:00:00,10599.65000000
2020-10-08 00:00:00,10666.40000000
2020-10-09 00:00:00,10925.44000000
2020-10-10 00:00:00,11050.64000000
2020-10-11 00:00:00,11293.22000000
2020-10-12 00:00:00,11369.02000000
2020-10-13 00:00:00,11528.24000000
2020-10-14 00:00:00,11420.57000000
2020-10-15 00:00:00,11417.89000000
2020-10-16 00:00:00,11505.13000000
2020-10-17 00:00:00,11319.24000000
2020-10-18 00:00:00,11360.31000000
2020-10-19 00:00:00,11503.14000000
2020-10-20 00:00:00,11751.46000000
2020-10-21 00:00:00,11910.00000000
2020-10-22 00:00:00,12780.75000000
2020-10-23 00:00:00,12968.84000000
2020-10-24 00:00:00,12923.06000000
2020-10-25 00:00:00,13111.73000000
2020-10-26 00:00:00,13029.64000000
2020-10-27 00:00:00,13052.15000000
2020-10-28 00:00:00,13636.16000000
2020-10-29 00:00:00,13266.40000000
2020-10-30 00:00:00,13455.69000000
2020-10-31 00:00:00,13560.10000000
2020-11-01 00:00:00,13791.00000000
2020-11-02 00:00:00,13761.49000000
2020-11-03 00:00:00,13549.63000000
2020-11-04 00:00:00,14023.53000000
2020-11-05 00:00:00,14144.01000000
2020-11-06 00:00:00,15590.02000000
2020-11-07 00:00:00,15579.93000000
2020-11-08 00:00:00,14818.30000000
2020-11-09 00:00:00,15475.10000000
2020-11-10 00:00:00,15328.41000000
2020-11-11 00:00:00,15297.21000000
2020-11-12 00:00:00,15684.25000000
2020-11-13 00:00:00,16291.85000000
2020-11-14 00:00:00,16320.04000000
2020-11-15 00:00:00,16069.56000000
2020-11-16 00:00:00,15957.00000000
2020-11-17 00:00:00,16713.08000000
2020-11-18 00:00:00,17659.38000000
2020-11-19 00:00:00,17777.75000000
2020-11-20 00:00:00,17802.81000000
2020-11-21 00:00:00,18655.66000000
2020-11-22 00:00:00,18703.80000000
2020-11-23 00:00:00,18413.88000000
2020-11-24 00:00:00,18368.01000000
2020-11-25 00:00:00,19160.00000000
2020-11-26 00:00:00,18718.83000000
2020-11-27 00:00:00,17149.47000000
2020-11-28 00:00:00,17139.53000000
2020-11-29 00:00:00,17719.84000000
2020-11-30 00:00:00,18185.00000000
2020-12-01 00:00:00,19695.87000000
2020-12-02 00:00:00,18764.96000000
2020-12-03 00:00:00,19204.08000000
2020-12-04 00:00:00,19422.34000000
2020-12-05 00:00:00,18650.51000000
2020-12-06 00:00:00,19147.66000000
2020-12-07 00:00:00,19358.67000000
2020-12-08 00:00:00,19166.90000000
2020-12-09 00:00:00,18324.11000000
2020-12-10 00:00:00,18541.29000000
2020-12-11 00:00:00,18254.81000000
2020-12-12 00:00:00,18036.53000000
2020-12-13 00:00:00,18808.69000000
2020-12-14 00:00:00,19174.99000000
2020-12-15 00:00:00,19273.69000000
2020-12-16 00:00:00,19426.43000000
2020-12-17 00:00:00,21335.52000000
2020-12-18 00:00:00,22797.15000000
2020-12-19 00:00:00,23107.39000000
2020-12-20 00:00:00,23821.60000000
2020-12-21 00:00:00,23455.54000000
2020-12-22 00:00:00,22719.88000000
2020-12-23 00:00:00,23810.79000000
2020-12-24 00:00:00,23232.39000000
