dateTime,open
2021-12-14 00:00:00,46702.76000000
2021-12-14 00:01:00,46613.35000000
2021-12-14 00:02:00,46574.05000000
2021-12-14 00:03:00,46600.00000000
2021-12-14 00:04:00,46500.00000000
2021-12-14 00:05:00,46439.83000000
2021-12-14 00:06:00,46528.94000000
2021-12-14 00:07:00,46593.90000000
2021-12-14 00:08:00,46677.66000000
2021-12-14 00:09:00,46769.52000000
2021-12-14 00:10:00,46710.00000000
2021-12-14 00:11:00,46609.52000000
2021-12-14 00:12:00,46724.91000000
2021-12-14 00:13:00,46703.43000000
2021-12-14 00:14:00,46549.04000000
2021-12-14 00:15:00,46498.22000000
2021-12-14 00:16:00,46502.84000000
2021-12-14 00:17:00,46375.92000000
2021-12-14 00:18:00,46341.06000000
2021-12-14 00:19:00,46375.65000000
2021-12-14 00:20:00,46417.78000000
2021-12-14 00:21:00,46482.66000000
2021-12-14 00:22:00,46421.41000000
2021-12-14 00:23:00,46479.25000000
2021-12-14 00:24:00,46577.81000000
2021-12-14 00:25:00,46594.39000000
2021-12-14 00:26:00,46597.44000000
2021-12-14 00:27:00,46703.76000000
2021-12-14 00:28:00,46748.81000000
2021-12-14 00:29:00,46790.05000000
2021-12-14 00:30:00,46791.24000000
2021-12-14 00:31:00,46818.43000000
2021-12-14 00:32:00,46898.72000000
2021-12-14 00:33:00,46951.52000000
2021-12-14 00:34:00,47053.02000000
2021-12-14 00:35:00,46978.86000000
2021-12-14 00:36:00,47197.38000000
2021-12-14 00:37:00,47077.35000000
2021-12-14 00:38:00,47054.89000000
2021-12-14 00:39:00,46991.25000000
2021-12-14 00:40:00,46954.37000000
2021-12-14 00:41:00,47080.51000000
2021-12-14 00:42:00,47103.54000000
2021-12-14 00:43:00,47116.97000000
2021-12-14 00:44:00,47140.37000000
2021-12-14 00:45:00,47219.98000000
2021-12-14 00:46:00,47141.72000000
2021-12-14 00:47:00,47094.27000000
2021-12-14 00:48:00,47082.74000000
2021-12-14 00:49:00,47089.66000000
2021-12-14 00:50:00,47106.04000000
2021-12-14 00:51:00,47129.46000000
2021-12-14 00:52:00,47076.72000000
2021-12-14 00:53:00,47094.14000000
2021-12-14 00:54:00,47091.07000000
2021-12-14 00:55:00,47135.58000000
2021-12-14 00:56:00,47101.84000000
2021-12-14 00:57:00,47083.78000000
2021-12-14 00:58:00,47081.83000000
2021-12-14 00:59:00,47050.05000000
2021-12-14 01:00:00,47000.00000000
2021-12-14 01:01:00,46978.29000000
2021-12-14 01:02:00,46954.76000000
2021-12-14 01:03:00,46963.43000000
2021-12-14 01:04:00,46979.48000000
2021-12-14 01:05:00,46956.68000000
2021-12-14 01:06:00,46922.84000000
2021-12-14 01:07:00,46905.78000000
2021-12-14 01:08:00,46930.00000000
2021-12-14 01:09:00,46979.15000000
2021-12-14 01:10:00,46938.33000000
2021-12-14 01:11:00,46921.32000000
2021-12-14 01:12:00,46911.11000000
2021-12-14 01:13:00,46945.97000000
2021-12-14 01:14:00,46942.21000000
2021-12-14 01:15:00,47004.60000000
2021-12-14 01:16:00,47035.75000000
2021-12-14 01:17:00,47069.37000000
2021-12-14 01:18:00,47029.60000000
2021-12-14 01:19:00,47091.32000000
2021-12-14 01:20:00,47077.89000000
2021-12-14 01:21:00,47077.96000000
2021-12-14 01:22:00,46999.00000000
2021-12-14 01:23:00,46950.98000000
2021-12-14 01:24:00,46886.71000000
2021-12-14 01:25:00,46882.00000000
2021-12-14 01:26:00,46872.98000000
2021-12-14 01:27:00,46905.82000000
2021-12-14 01:28:00,46946.78000000
2021-12-14 01:29:00,46902.13000000
2021-12-14 01:30:00,46839.47000000
